,Prompt,Answer
11150,"Your current position: (2,2), you have to reach (3,2).",down
11151,"Your current position: (0,1), you have to reach (3,3).",down
11152,"Your current position: (1,1), you have to reach (3,3).",right
11153,"Your current position: (1,2), you have to reach (3,3).",down
11154,"Your current position: (2,2), you have to reach (3,3).",right
11155,"Your current position: (2,3), you have to reach (3,3).",down
11156,"Your current position: (2,0), you have to reach (0,2).",right
11157,"Your current position: (2,1), you have to reach (0,2).",up
11158,"Your current position: (1,1), you have to reach (0,2).",right
11159,"Your current position: (1,2), you have to reach (0,2).",up
11160,"Your current position: (2,3), you have to reach (2,1).",left
11161,"Your current position: (2,2), you have to reach (2,1).",left
11162,"Your current position: (2,2), you have to reach (3,3).",right
11163,"Your current position: (2,3), you have to reach (3,3).",down
11164,"Your current position: (0,2), you have to reach (1,1).",left
11165,"Your current position: (0,1), you have to reach (1,1).",down
11166,"Your current position: (3,2), you have to reach (0,0).",up
11167,"Your current position: (2,2), you have to reach (0,0).",left
11168,"Your current position: (2,1), you have to reach (0,0).",up
11169,"Your current position: (1,1), you have to reach (0,0).",left
11170,"Your current position: (1,0), you have to reach (0,0).",up
11171,"Your current position: (0,1), you have to reach (3,1).",down
11172,"Your current position: (1,1), you have to reach (3,1).",down
11173,"Your current position: (2,1), you have to reach (3,1).",down
11174,"Your current position: (1,2), you have to reach (0,0).",left
11175,"Your current position: (1,1), you have to reach (0,0).",left
11176,"Your current position: (1,0), you have to reach (0,0).",up
11177,"Your current position: (0,2), you have to reach (0,1).",left
11178,"Your current position: (3,3), you have to reach (0,1).",up
11179,"Your current position: (2,3), you have to reach (0,1).",left
11180,"Your current position: (2,2), you have to reach (0,1).",up
11181,"Your current position: (1,2), you have to reach (0,1).",left
11182,"Your current position: (1,1), you have to reach (0,1).",up
11183,"Your current position: (2,0), you have to reach (3,2).",right
11184,"Your current position: (2,1), you have to reach (3,2).",right
11185,"Your current position: (2,2), you have to reach (3,2).",down
11186,"Your current position: (2,0), you have to reach (3,1).",right
11187,"Your current position: (2,1), you have to reach (3,1).",down
11188,"Your current position: (3,2), you have to reach (2,3).",right
11189,"Your current position: (3,3), you have to reach (2,3).",up
11190,"Your current position: (2,1), you have to reach (0,2).",up
11191,"Your current position: (1,1), you have to reach (0,2).",right
11192,"Your current position: (1,2), you have to reach (0,2).",up
11193,"Your current position: (1,1), you have to reach (0,3).",right
11194,"Your current position: (1,2), you have to reach (0,3).",right
11195,"Your current position: (1,3), you have to reach (0,3).",up
11196,"Your current position: (2,1), you have to reach (0,0).",up
11197,"Your current position: (1,1), you have to reach (0,0).",left
11198,"Your current position: (1,0), you have to reach (0,0).",up
11199,"Your current position: (1,1), you have to reach (1,0).",left
11200,"Your current position: (3,2), you have to reach (3,1).",left
11201,"Your current position: (3,1), you have to reach (3,0).",left
11202,"Your current position: (2,3), you have to reach (0,0).",left
11203,"Your current position: (2,2), you have to reach (0,0).",left
11204,"Your current position: (2,1), you have to reach (0,0).",up
11205,"Your current position: (1,1), you have to reach (0,0).",left
11206,"Your current position: (1,0), you have to reach (0,0).",up
11207,"Your current position: (0,2), you have to reach (0,3).",right
11208,"Your current position: (1,2), you have to reach (0,0).",left
11209,"Your current position: (1,1), you have to reach (0,0).",left
11210,"Your current position: (1,0), you have to reach (0,0).",up
11211,"Your current position: (0,1), you have to reach (1,3).",right
11212,"Your current position: (0,2), you have to reach (1,3).",right
11213,"Your current position: (0,3), you have to reach (1,3).",down
11214,"Your current position: (3,2), you have to reach (2,0).",left
11215,"Your current position: (3,1), you have to reach (2,0).",left
11216,"Your current position: (3,0), you have to reach (2,0).",up
11217,"Your current position: (0,3), you have to reach (1,0).",left
11218,"Your current position: (0,2), you have to reach (1,0).",left
11219,"Your current position: (0,1), you have to reach (1,0).",left
11220,"Your current position: (0,0), you have to reach (1,0).",down
11221,"Your current position: (1,0), you have to reach (0,2).",right
11222,"Your current position: (1,1), you have to reach (0,2).",right
11223,"Your current position: (1,2), you have to reach (0,2).",up
11224,"Your current position: (3,2), you have to reach (1,1).",up
11225,"Your current position: (2,2), you have to reach (1,1).",left
11226,"Your current position: (2,1), you have to reach (1,1).",up
11227,"Your current position: (3,1), you have to reach (2,2).",right
11228,"Your current position: (3,2), you have to reach (2,2).",up
11229,"Your current position: (2,2), you have to reach (3,3).",right
11230,"Your current position: (2,3), you have to reach (3,3).",down
11231,"Your current position: (0,2), you have to reach (2,0).",left
11232,"Your current position: (0,1), you have to reach (2,0).",down
11233,"Your current position: (1,1), you have to reach (2,0).",left
11234,"Your current position: (1,0), you have to reach (2,0).",down
11235,"Your current position: (3,0), you have to reach (1,3).",right
11236,"Your current position: (3,1), you have to reach (1,3).",right
11237,"Your current position: (3,2), you have to reach (1,3).",up
11238,"Your current position: (2,2), you have to reach (1,3).",right
11239,"Your current position: (2,3), you have to reach (1,3).",up
11240,"Your current position: (3,1), you have to reach (3,3).",right
11241,"Your current position: (3,2), you have to reach (3,3).",right
11242,"Your current position: (0,3), you have to reach (3,3).",down
11243,"Your current position: (1,3), you have to reach (3,3).",down
11244,"Your current position: (2,3), you have to reach (3,3).",down
11245,"Your current position: (2,3), you have to reach (2,2).",left
11246,"Your current position: (0,2), you have to reach (2,2).",down
11247,"Your current position: (1,2), you have to reach (2,2).",down
11248,"Your current position: (1,3), you have to reach (0,3).",up
11249,"Your current position: (1,3), you have to reach (1,1).",left
11250,"Your current position: (1,2), you have to reach (1,1).",left
11251,"Your current position: (0,1), you have to reach (2,1).",down
11252,"Your current position: (1,1), you have to reach (2,1).",down
11253,"Your current position: (1,3), you have to reach (1,2).",left
11254,"Your current position: (2,1), you have to reach (2,3).",right
11255,"Your current position: (2,2), you have to reach (2,3).",right
11256,"Your current position: (3,0), you have to reach (1,2).",right
11257,"Your current position: (3,1), you have to reach (1,2).",up
11258,"Your current position: (2,1), you have to reach (1,2).",right
11259,"Your current position: (2,2), you have to reach (1,2).",up
11260,"Your current position: (1,3), you have to reach (1,0).",left
11261,"Your current position: (1,2), you have to reach (1,0).",left
11262,"Your current position: (1,1), you have to reach (1,0).",left
11263,"Your current position: (1,0), you have to reach (1,3).",right
11264,"Your current position: (1,1), you have to reach (1,3).",right
11265,"Your current position: (1,2), you have to reach (1,3).",right
11266,"Your current position: (0,1), you have to reach (1,2).",right
11267,"Your current position: (0,2), you have to reach (1,2).",down
11268,"Your current position: (3,3), you have to reach (2,2).",left
11269,"Your current position: (3,2), you have to reach (2,2).",up
11270,"Your current position: (0,0), you have to reach (2,2).",right
11271,"Your current position: (0,1), you have to reach (2,2).",down
11272,"Your current position: (1,1), you have to reach (2,2).",right
11273,"Your current position: (1,2), you have to reach (2,2).",down
11274,"Your current position: (3,0), you have to reach (1,1).",up
11275,"Your current position: (2,0), you have to reach (1,1).",right
11276,"Your current position: (2,1), you have to reach (1,1).",up
11277,"Your current position: (2,2), you have to reach (3,1).",left
11278,"Your current position: (2,1), you have to reach (3,1).",down
11279,"Your current position: (1,2), you have to reach (3,3).",down
11280,"Your current position: (2,2), you have to reach (3,3).",right
11281,"Your current position: (2,3), you have to reach (3,3).",down
11282,"Your current position: (2,3), you have to reach (1,3).",up
11283,"Your current position: (3,2), you have to reach (0,2).",up
11284,"Your current position: (2,2), you have to reach (0,2).",up
11285,"Your current position: (1,2), you have to reach (0,2).",up
11286,"Your current position: (3,0), you have to reach (3,3).",right
11287,"Your current position: (3,1), you have to reach (3,3).",right
11288,"Your current position: (3,2), you have to reach (3,3).",right
11289,"Your current position: (3,1), you have to reach (1,1).",up
11290,"Your current position: (2,1), you have to reach (1,1).",up
11291,"Your current position: (3,2), you have to reach (2,1).",left
11292,"Your current position: (3,1), you have to reach (2,1).",up
11293,"Your current position: (2,0), you have to reach (3,3).",right
11294,"Your current position: (2,1), you have to reach (3,3).",right
11295,"Your current position: (2,2), you have to reach (3,3).",right
11296,"Your current position: (2,3), you have to reach (3,3).",down
